0,0.9821655629617474,0.7298162659023736,0.08732888026184628,0.06670380023925365,0.9201282842387999,0.7348887726318002
1,0.9318984937200091,0.722121070788871,1000,1000,1000,1000
2,0.9223855484389534,0.7152689769430913,1000,1000,1000,1000
3,0.9127462866409515,0.6880383269081638,1000,1000,1000,1000
4,0.9047603958754183,0.6802225089307081,0.08600949978748305,0.06759161113079108,0.8667540570807649,0.7066613330267554
5,0.9000083175785124,0.6771002092160453,1000,1000,1000,1000
6,0.8936826726685646,0.6872399803251026,1000,1000,1000,1000
7,0.8919858702596785,0.6666194891643736,1000,1000,1000,1000
8,0.8856995978001969,0.6889426123004323,0.08625862528678285,0.06652280155211941,0.8915644589984836,0.7381532053614771
9,0.8846181031514894,0.6690388828472701,1000,1000,1000,1000
10,0.8830602634773557,0.6751079086084344,1000,1000,1000,1000
11,0.8878912599760213,0.6890721838748036,1000,1000,1000,1000
12,0.8811366078787499,0.6682779817127218,0.09659686434721601,0.08146962726781094,0.9221884562352366,0.7355711473108735
13,0.8797679284082269,0.6881802666629115,1000,1000,1000,1000
14,0.8734469586389897,0.6669194089941852,1000,1000,1000,1000
15,0.8780444630652835,0.7342943669361778,1000,1000,1000,1000
16,0.8770130768961278,1.1491321594735924,0.11971972729512627,0.0890559223155642,0.9925781499247918,0.7570577845800416
17,0.8818839832987231,1.2385272492849573,1000,1000,1000,1000
